fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
3108,She wrapped the warm blanket around her shoulders to stay cozy on the chilly night.,5,Ella envolvió la manta cálida alrededor de los hombros para mantenerse cómoda en la noche fría.,4
3109,The legendary status of the concert earned her a place in rock history.,2,El estatus legendario del concierto le otorgó un lugar en la historia del roco.,3
3110,Her company's efforts to increase its visibility in the market were focused on generating good publicity.,16,Los esfuerzos de su empresa para aumentar la visibilidad en el mercado se centraron en generar buena publicidad.,18
3111,The family's manor was set amidst rolling hills and verdant forests.,3,La propiedad familiar del señorío estaba situada en colinas onduladas y bosques verdes.,5
3112,She carefully selected the ripe squash from the garden.,6,Ella seleccionó cuidadosamente la calabaza madura del jardín.,5
3113,She made a pledge to volunteer at least once a month.,4,Hizo una promesa de voluntariarse al menos una vez al mes.,3
3114,The company's dynamic strategy allowed it to quickly adapt to changing market conditions.,3,La estrategia dinámica de la empresa le permitió adaptarse rápidamente a las condiciones del mercado cambiantes.,0
3115,My sweetie loves playing with her dogs,2,Mi cariño ama jugar con sus perros,2
3116,The company will implement new security measures to protect its employees.,4,La compañía implementará nuevas medidas de seguridad para proteger a sus empleados.,0
3117,The HR department is responsible for all personnel matters.,8,El departamento de RRHH es responsable de todos los asuntos de personal,12
3118,The revolutionary leader was arrested and put on trial for inciting violence.,2,El líder revolucionario fue arrestado y llevado a juicio por incitar violencia.,3
3119,The family gathered around the barbecue to roast hot dogs and hamburgers.,6,La familia se reunió alrededor de la barbacoa para asar perros calientes y hamburguesas.,8
3120,I was able to get a discount on my new laptop from the manufacturer.,7,Pude obtener un descuento en mi nuevo portátil del fabricante.,4
3121,She pulled out her purse and began searching for her phone.,5,Ella sacó su monedero y comenzó la búsqueda de su teléfono.,4
3122,She sought wisdom in the ancient texts to gain a deeper understanding of the universe.,3,Ella buscaba sabiduría en los textos antiguos para obtener una comprensión más profunda del universo.,3
3123,The lively music at the party kept everyone on their feet.,2,La música animada en la fiesta mantuvo a todos de pie.,0
3124,The dog began to bark excitedly at the squirrel.,5,El perro comenzó a ladrido emocionado con la ardilla.,5
3125,The computer screen displayed a complex grid pattern.,7,La pantalla del computador mostró un patrón de cuadrículas complejas.,0
3126,The weight of the car crushed the metal,0,El peso del coche aplastó el metal,0
3127,The fireworks display was truly sensational and lit up the entire sky.,6,El espectacular fue tan emocionante que iluminó el cielo entero.,0
3128,Her financial decision was based on years of speculation in the market.,9,Su decisñon financiera se basaba en anos de especulación del mercado.,9
3129,The two rival companies will clash over the market share.,6,Las dos empresas rivales se enfrentarán por el control del mercado.,0
3130,The blonde actress won the award for her outstanding performance.,2,La actriz rubia ganó el premio por su impresionante actuación.,0
3131,She has been rowing on the lake since dawn.,4,Ha estado remando en el lago desde amanecer.,0
3132,The polar bear was swimming in the icy waters.,2,El oso polaro se estaba nadando en las aguas heladas.,0
3133,The dollhouse was a miniature replica of the real house.,5,La miniatura de la casa era una réplica verdadera del mundo exterior.,2
3134,The presidential debate was televised across the country.,2,La comparecencia presidencial fue transmitida por televisión en todo el país.,3
3135,The city was facing a severe shortage of food due to the drought.,7,La ciudad enfrentaba una escasez severa de alimentos debido a la sequía.,5
3136,She is dependent on her medication to manage her condition.,3,Ella depende del medicamento para manejar su condición.,0
3137,The horrendous traffic made my commute extremely frustrating.,2,El tráfico horrendo hizo que mi viaje a trabajar fuera muy frustrante.,3
3138,"That was her car, and she drove hers to the store.",8,"Esa era su coche, y ella condujo el suyo al supermercado.",0
3139,She let out a big puff of smoke after blowing out the candles.,6,Ella expiró un gran bocanada de humo después de apagar las velas.,5
3140,The painter applied a layer of paste to the broken vase.,7,El pintor aplicó un capa de pasta al vasijo roto.,7
3141,The filthy conditions in the apartment were a health hazard.,2,Las condiciones sucias en el apartamento eran un peligro para la salud.,0
3142,I love playing bowling on Friday nights with my friends.,4,Me encanta jugar bolos los viernes por la noche con mis amigos.,4
3143,The endless desert stretches as far as the eye can see,2,El desierto interminable se estira hasta el límite de lo que puede ver,3
3144,"The music was divine, it moved me to tears.",4,"La música fue divina, me conmovió las lágrimas.",0
3145,The snake's venom is a deadly poison that requires medical attention immediately,7,El veneno del c\u00e1stico es una venenosidad mortal que requiere atención m\u00e9dica inmediata,2
3146,Her therapist suggested she try therapy to cope with her anxiety.,6,Su terapeuta le sugirió un intentar hacer terapia para manejar su ansiedad.,8
3147,The soldier was a heavy casualty in the battle.,6,El soldado fue una víctima grave en la batalla.,5
3148,She carefully opened the package with her scissors.,8,Ella abrió cuidadosamente la bolsa con sus tijeras.,8
3149,The CEO is the representative of our company at the conference.,5,El CEO es el representante de nuestra empresa en la conferencia.,5
3150,The audience began to clap enthusiastically for the performer.,5,El público comenzó a aplaudir entusiastamente para el artista.,5
3151,The gardener carefully filled in the ditch after it rained.,7,El jardinero cuidadosamente llenó la zanja después de que lloviera.,6
3152,The new coach is also a qualified personal trainer.,9,El nuevo entrenador es también un entrenador personal calificado.,3
3153,She threw the dart at the target with great precision.,4,Ella lanzó el dardo con gran precisión en la objetivo.,4
3154,The debate was a lively dialogue between the two candidates.,6,El debate fue un diálogo animado entre los dos candidatos.,5
3155,The company will associate with the new supplier to improve efficiency.,4,La empresa asociará con el nuevo proveedor para mejorar la eficiencia.,0
3156,The formidable mountain required expert climbers to conquer it safely.,2,La montánea formidable requerí a los expertos escaladores para conquistarla de manera segura.,3
3157,"Her family was known for its excellent cookery, passed down through generations.",8,"Su familia era conocida por su excelente cocina, pasada de generación en generación.",8
3158,She poured herself a shot of rum to take the edge off her hangover.,7,Ella se mojó una copa de ron para tomar el alivio de su doliente recaída.,7
3159,She tried to sneak into the party without being noticed.,4,Intenta escabullirse sin ser notada en el fiesta.,2
3160,She was caught cheating on the test by her roommate,4,Ella fue atrapada en la trampa en el examen por su compañero de habitación,6
3161,The singer will have to go through an audition before being considered for the role.,9,La cantante tendrá que pasar por una audición antes de ser considerada para el papel.,8
3162,She blended the ingredients together with a wooden spoon.,0,Ella mezcló las ingredientes juntas con una cuchara de madera.,0
3163,The company ran a successful advert for its new product on social media.,6,La empresa corrió con un exitoso anuncio para su nuevo producto en las redes sociales.,7
3164,She decided to tweet about her new job,4,Ella decidió escribir un tweet sobre su nuevo trabajo,5
3165,The header on the website includes the company's logo and contact information.,2,La cabecera del sitio web incluye el logotipo de la empresa y la información de contacto.,2
3166,The cat's fluffy fur made it look like a giant teddy bear.,3,El gato con su pelaje esponjoso lo hacía parecer un oso de palla gigante.,6
3167,The doctor prescribed medication for her high blood pressure.,4,El médico recetó medicación para su presión arterial alta.,4
