fk_word,def_en,def_es,translation
3016,The gut is a part of the digestive system.,El intestino es una parte del sistema digestivo.,intestino
3017,The act of using explosives to attack or destroy a target.,El acto de utilizar explosivos para atacar o destruir un objetivo.,bombardeo
3018,a structure built parallel to the shore of a body of water where ships can be moored.,una estructura construida paralela a la orilla de un cuerpo de agua donde las embarcaciones pueden estar amarradas.,muelle
3019,a machine used to move or roll something,un dispositivo utilizado para mover o rodar algo,rodillo
3020,The act of giving permission or approval.,El acto de dar permiso o aprobación.,aprobación
3021,characterized by or relating to the office of a minister,caracterizado por o relacionado con el cargo de ministro,ministerial
3022,very interesting and attractive in a way that holds your attention,muy interesante y atractiva en una manera que te retiene la atención,intrigante
3023,"A precious stone, especially one that is rare and valuable.","Una piedra preciosa, especialmente una que es rara y valiosa.",gema
3024,A subtle suggestion or clue.,Una sugerencia suave o pista.,insinuación
3025,a traditional story explaining events in the past or the nature of a god,una historia tradicional que explica eventos pasados o la naturaleza de un dios,mito
3026,"a service or function that is provided by a business to its customers, such as electricity or water","un servicio o función que proporciona una empresa a sus clientes, como la electricidad o el agua",utilidad
3027,"A large reptile with a long snout and powerful jaws, commonly found in tropical waters.","Una gran reptil con un largo pico y mandíbulas poderosas, comúnmente encontrado en aguas tropicales.",cocodrilo
3028,the state of being efficient,el estado de ser eficiente,eficiencia
3029,Providing a sense of motivation and encouragement.,Sintiendo motivación y aliento.,inspirador/inspiradora
3030,slightly or profoundly deviated from the normal direction or form.,ligeramente o profundamente curvo desde la línea recta o forma normal.,doblado/doblada
3031,A flat surface for drawing or painting.,Una superficie plana para dibujar o pintar.,lienzo
3032,extremely large in amount or degree,inmenso en cantidad o grado,inmenso/inmensa
3033,"A small, industrious insect that works together with its colony.",Una pequeña y trabajadora hormiga que trabaja juntos con su colonia.,hormiga
3034,a laugh or an expression of amusement,un riso o expresón de diversión,jaja
3035,Causing or capable of causing death or serious harm.,Causando o capaz de causar la muerte o daño serio.,fatal
3036,"Relating to or consisting of a dwelling place, especially for ordinary people.","Relacionado con o perteneciente a un lugar de residencia, especialmente para personas comunes.",residencial
3037,A person who protects or defends something or someone.,Un persona que protege o defiende algo u alguien.,defensor/defensora
3038,A person who has completed a course of study or training to earn a degree.,Un individuo que ha completado un curso de estudio o capacitación para obtener una licenciatura.,graduado/graduada
3039,extensively covering or including everything necessary for a complete understanding,abarciendo integralmente todo lo necesario para una comprensión completa,integral
3040,A thin layer of water droplets suspended in the air.,Una capa delgada de gotas de agua suspendidas en el aire.,niebla
3041,A type of cereal grain that is a staple crop in many parts of the world.,Un tipo de granero que es una cultiva esencial en muchas partes del mundo.,maíz
3042,"A violent public disturbance, especially one involving a large group of people.",Un disturbio violento y público,disturbio
3043,A ballot is a paper or electronic document used for recording votes.,Una ballot es un documento escrito o electrónico para registrar votos.,votación
3044,A parish is a subdivision of a diocese in some Christian denominations.,Una parroquia es una subdivisión de un diócesis en algunas denominaciones cristianas.,parroquia
3045,The ankle is the joint that connects the tibia and fibula bones in the leg.,El tobillo es el articulo que une los huesos tibia y fibula en la pierna.,tobillo
3046,evidently visible or noticeable,aparentemente visible o notoria,aparente
3047,extremely impressive or astonishing,muy impresionante o asombroso,asombroso/asombrosa
3048,The constitution is the supreme law of a country or organization.,La constitución es la ley suprema de un país o organización.,constitución
3049,a piece of ground covered with grass,una superficie cubierta de césped,césped
3050,A medical facility providing healthcare services.,Un establecimiento médico que ofrece servicios de atención médica.,clínica
3051,"to make someone or something eligible to receive a benefit, award, or recognition.","hacer que alguien o algo sea apto para recibir un beneficio, un premio o reconocimiento.",calificar
3052,believed to be true or reliable,considerado creíble,creíble
3053,the act of examining or investigating something closely and carefully,el acto de examinar o investigar algo con cuidado y atención,escrutinio
3054,extremely thorough or detailed,extremadamente detallado o detallada,intensivo/intensiva
3055,A military unit consisting of several companies under one commander.,Un unidad militar compuesta por varias compañías bajo un comandante.,regimiento
3056,a gathering to discuss and decide on a course of action,una reunión para discutir y decidir sobre un plan de acción,concentración
3057,exclusive or unmatched,exclusive o sin igualación,único/única
3058,A person who fights in a war or is known for bravery and martial skill.,Un hombre o mujer que lucha en una guerra o es conocido por su valentía y habilidad militar.,guerrero/guerrera
3059,an unusual occurrence that is outside the norm,una ocurrencia inusual que está fuera de lo normal,excepción
3060,the state of being ready to receive something that may or may not happen,el estado de estar listo para recibir algo que puede o no suceder,expectativa
3061,a charge or payment made when crossing a border or using certain facilities,una carga o pago que se hace cuando se cruza una frontera o utiliza ciertos servicios,peaje
3062,a young cattle animal typically kept for milk or beef production until it is about one year old.,un animal de ganado joven que se mantiene por producción de leche o carne hasta que tiene unos un año.,ternero
3063,a strong spirituous drink,una bebida fortificante y espirituosa,alcohol
3064,A vital organ in the human body responsible for filtering waste and excess fluids from the blood.,Un órgano esencial en el cuerpo humano responsable de filtrar desechos y líquidos excesantes del sangre.,riñón
